season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,matches,goals,assists,average_rating
1,4487081d-f655-4460-969a-a0047ee5b4c5,35a5cbd1-79f8-4150-9005-e05f66a466bd,凯尔 萨拉萨尔,f0eca40d-64ec-4fd1-9ba8-521da7692d33,MF,23,76,A,generated,63200.0,17,9,2,8.39
1,4487081d-f655-4460-969a-a0047ee5b4c5,f8c8498b-403b-4377-82a0-a5217727fcdc,谢尔盖 普利斯科娃,d4220da1-746e-4450-8282-07372bfcd5c5,DF,30,78,S,generated,64950.0,17,2,3,7.04
1,4487081d-f655-4460-969a-a0047ee5b4c5,8d668866-155a-4aa8-9f0e-1ab1032b320a,克拉西米尔 库兹涅佐夫,758860d9-d1e2-4144-97f8-ab44700f1390,GK,20,48,B,generated,39350.0,15,0,0,6.67
1,4487081d-f655-4460-969a-a0047ee5b4c5,f9d91289-b6ff-48eb-8ec3-5c160c6304ef,余坚,82f82edf-7758-4d6e-8a40-506e9f42ee76,MF,23,80,S,generated,66850.0,19,4,7,8.48
1,4487081d-f655-4460-969a-a0047ee5b4c5,2cceccc3-22bf-4eb5-842b-bccf213101e6,勇 巴色,bd27c00f-8faa-4503-86fe-3ea5baf18531,MF,23,76,A,generated,63250.0,17,13,5,9.05
1,4487081d-f655-4460-969a-a0047ee5b4c5,c05a1e0a-bf11-4822-a7f5-fe6e54a62764,凯莱布 韦伯斯特,ff7ab085-e10a-41a7-b463-e49ac64249e1,MF,25,73,S,generated,60950.0,18,7,11,8.1
1,4487081d-f655-4460-969a-a0047ee5b4c5,8061a9ca-45d1-4386-86cd-fe7e9d6231e2,皇甫天志,3876d4f9-b7d3-4b3c-b6e4-ff8701c767c2,FW,29,58,B,generated,47850.0,16,6,4,7.81
1,4487081d-f655-4460-969a-a0047ee5b4c5,4449c5b1-224a-459b-89ae-14e27a96d648,奥克塔维安 莫雷诺,bd27c00f-8faa-4503-86fe-3ea5baf18531,GK,29,57,B,generated,47000.0,17,0,0,7.57
1,4487081d-f655-4460-969a-a0047ee5b4c5,8b32af4f-6d8a-4278-91a2-5316d5e4fa1b,维亚切斯拉夫 费多托夫,bfb3d7fe-6a8a-440e-ad35-fe5b7176a4e0,MF,26,58,B,generated,47850.0,16,5,2,8.11
1,4487081d-f655-4460-969a-a0047ee5b4c5,9430ea6e-18dd-4725-b5e6-c9eb06dc66c7,哲也 塚本,259eb135-b329-4f0c-b53d-62d24befa97f,GK,33,58,A,generated,48700.0,18,0,2,6.84
1,4487081d-f655-4460-969a-a0047ee5b4c5,199f6fa6-6f28-46c7-a313-db1c3bf258d2,范煜豪,d5fd9f71-7ab1-44f3-9470-c9f5309dcb39,DF,20,61,A,generated,49900.0,16,1,0,6.74
1,4487081d-f655-4460-969a-a0047ee5b4c5,6e10769b-4556-44dd-b18a-87fade86aae4,伊沃 迪特里希,504acf72-1e38-444b-8c47-7d932c203254,FW,28,75,A,generated,62350.0,20,12,9,8.55
1,4487081d-f655-4460-969a-a0047ee5b4c5,d9a3c9a9-146f-4d2d-b32d-01aded9529ca,卢克 斯坦利,a4f87972-2e77-42ed-94a7-9da3cd5c10c5,MF,31,69,A,generated,57550.0,16,7,2,8.47
1,4487081d-f655-4460-969a-a0047ee5b4c5,d0754f27-ad80-4ef3-9c8a-d62a8ea263ea,易文耀,8ffb298e-b678-4f8f-95af-66f97d58fefa,MF,33,67,A,generated,55900.0,15,3,2,7.57
1,4487081d-f655-4460-969a-a0047ee5b4c5,a6207930-9715-4560-aafe-d29e918315b6,瑞准 迟,bae3eb22-ae5e-451a-b77a-bf3f9562b5c5,MF,22,57,A,generated,47200.0,17,4,1,7.57
1,4487081d-f655-4460-969a-a0047ee5b4c5,84361742-a3a7-4b39-b066-b7e7b57f70e0,奥赖恩 哈蒙德,84476697-d2dd-4eff-aa4d-b54a76cc707a,DF,23,74,S,generated,61800.0,17,0,1,7.14
1,4487081d-f655-4460-969a-a0047ee5b4c5,7573ac8a-125a-4c51-b40b-dd88c211d579,伊斯梅尔 费里,2f1cac20-031e-42c0-989f-20ad523d1c3a,MF,23,69,A,generated,57350.0,17,7,3,8.42
1,4487081d-f655-4460-969a-a0047ee5b4c5,7af34663-47ca-41ab-8d53-39969276992c,克拉西米尔 安德烈耶夫,41a46d7d-6538-4bd1-b60b-37653c73d02e,FW,24,70,A,generated,58200.0,17,4,4,7.68
1,4487081d-f655-4460-969a-a0047ee5b4c5,324e5390-cab3-45ce-bcfd-3ce602471939,斯韦恩 伦德,44b54348-8165-4668-afd9-52d172cd7142,FW,29,89,S,generated,74150.0,20,29,16,9.16
1,4487081d-f655-4460-969a-a0047ee5b4c5,8b2ea3b3-7d7b-435e-89fa-14e7a88beedf,胡长浩,50dec1a9-7a27-4883-9332-27f77e29d835,DF,25,64,A,generated,53150.0,20,3,5,7.63
1,4487081d-f655-4460-969a-a0047ee5b4c5,75011234-7cc4-4d25-9170-f7b5c05e3670,加斯东 佩雷斯,b78c23e1-7aa1-4abe-8fdb-6a2713df0041,GK,27,60,A,generated,49650.0,15,0,0,7.2
1,4487081d-f655-4460-969a-a0047ee5b4c5,3e66806a-6880-4cc8-94e4-ea21e0eabd58,常文韵,da1c3d53-07c1-4968-ac38-392df8f3a46d,MF,29,72,A,generated,59800.0,15,5,0,7.87
1,4487081d-f655-4460-969a-a0047ee5b4c5,db4da10d-0090-4209-93ec-b087b6c3347a,郭华轩,e8aec47e-e785-4549-9d24-af43922f17e8,FW,28,66,A,generated,54600.0,17,13,4,8.64
1,4487081d-f655-4460-969a-a0047ee5b4c5,8b55cb1d-2375-4b34-bb38-f6978786a866,塔克 加德纳,39e49306-8e6f-4a05-a7aa-062bddf5ab61,DF,26,71,S,generated,59700.0,16,4,7,7.97
1,4487081d-f655-4460-969a-a0047ee5b4c5,e3ad5521-489b-41f4-a8d2-9f1e07595bc5,夏故,67761f75-2d7f-4c80-9d77-9a15af32e4ff,MF,21,65,A,generated,54150.0,16,6,3,8.2
1,4487081d-f655-4460-969a-a0047ee5b4c5,87bac2c2-8dca-4e75-8466-0ec41e1abfd5,伊日 丹尼洛夫,e082f8a3-09e4-4d1c-b489-f0a0884c6237,MF,24,76,A,generated,63200.0,22,9,9,8.65
1,4487081d-f655-4460-969a-a0047ee5b4c5,b2d22b34-a5f1-4690-9434-547f1bd58ea9,胜基 思,29c80bf7-2f1b-4b7d-b993-2bea8ace967c,MF,18,61,S,generated,51900.0,15,5,3,8.07
1,4487081d-f655-4460-969a-a0047ee5b4c5,2453b4de-35ef-4945-86f1-4fc5e5d30e0c,奥格 诺德霍尔姆,3ba408ba-8c10-40e1-96b5-560ff0cf757b,MF,26,79,S,generated,65700.0,16,7,5,8.42
1,4487081d-f655-4460-969a-a0047ee5b4c5,9dc1baf9-0010-44e9-935f-2daacd6920a0,马尔科 里维拉,77c1573b-1772-46d0-91dd-4c0eb6dd650f,FW,20,61,A,generated,50450.0,1,0,0,6.4
1,4487081d-f655-4460-969a-a0047ee5b4c5,5b884b86-fb17-4af6-955a-05bccd777235,帕维尔 萨尔蒂科夫,bae3eb22-ae5e-451a-b77a-bf3f9562b5c5,DF,25,55,A,generated,45550.0,17,0,2,7.02
1,4487081d-f655-4460-969a-a0047ee5b4c5,43dac0c5-f1a6-4ab6-9334-a1795354f8db,梁彬宇,82f82edf-7758-4d6e-8a40-506e9f42ee76,MF,25,74,A,generated,61650.0,19,4,3,8.12
1,4487081d-f655-4460-969a-a0047ee5b4c5,4500a68f-27ce-4ae3-a52a-87f08321c5b2,俞泉,b4ba833f-59c0-4e04-a372-1627e3250987,GK,18,55,A,generated,45500.0,15,0,0,6.94
1,4487081d-f655-4460-969a-a0047ee5b4c5,1c92f9c9-1fed-4ba6-ad79-8f6ed28f6454,菲利普 诺曼,ba4adb91-80b4-450f-82f3-851e0adae527,FW,29,82,S,generated,68200.0,16,15,2,8.86
1,4487081d-f655-4460-969a-a0047ee5b4c5,deb5b9de-1b4d-46d2-a53b-2afb897abb68,仁 工藤,d8b6816f-a8c1-4b7e-8afc-a0f61c5b3a83,MF,29,77,S,generated,64100.0,15,4,3,7.81
1,4487081d-f655-4460-969a-a0047ee5b4c5,6a34161d-6816-4452-bfdf-d26cdb1cde73,冯茂,66577839-4ed1-439e-b651-7999b6bcbb67,FW,24,66,A,generated,54650.0,17,5,6,8.18
1,4487081d-f655-4460-969a-a0047ee5b4c5,f579a8c7-46a6-41f3-bf81-c45fb57fef73,旭 丁,292fba29-3830-4f2b-a1c9-45bf82cc2aec,GK,26,58,A,generated,47950.0,17,0,1,7.14
1,4487081d-f655-4460-969a-a0047ee5b4c5,948acdb6-5be3-4168-9532-5ebdda7ad9f0,永裕 德迪,5a7561b1-368d-4ba6-a386-e3242ea01d1b,MF,24,80,S,generated,66750.0,18,4,3,8.47
1,4487081d-f655-4460-969a-a0047ee5b4c5,72df10e2-66f4-4f8f-8edc-db93d8b7acce,拉希德 段,3ad8d687-1de5-4341-b325-ada3ed2362ee,FW,22,60,A,generated,49850.0,15,5,2,7.89
1,4487081d-f655-4460-969a-a0047ee5b4c5,9e2e196f-8508-487d-b880-76c01acb678d,加布里埃莱 里卡多,79000030-a741-4af0-8f03-5dcb052a6083,MF,29,65,A,generated,53850.0,17,3,2,8.28
1,4487081d-f655-4460-969a-a0047ee5b4c5,d70b1d3c-9b95-4c27-84d5-859b2c3fcc80,段求,503036d2-394a-4d97-94f2-f8b82c45e5b2,GK,23,59,A,generated,48750.0,16,0,1,6.8
1,4487081d-f655-4460-969a-a0047ee5b4c5,d7aa98bf-5264-4e99-8342-38906226e0fd,瓦伦蒂诺 林肯,849c8a6f-bd29-4061-a648-aa7ef868645e,MF,24,68,A,generated,56550.0,16,6,5,7.76
1,4487081d-f655-4460-969a-a0047ee5b4c5,2a7f99d6-c9f2-48a8-9473-80663a4310ac,李植,4a6f18e4-fd10-45b5-8b00-efbcebe9a75d,DF,25,62,A,generated,51350.0,19,1,4,7.31
1,4487081d-f655-4460-969a-a0047ee5b4c5,2619ce3b-1517-4405-8c00-11135c204653,義弘 根本,a6e02df8-6502-4ccd-ae70-0e7c2f4b9f0b,DF,28,72,A,generated,59800.0,16,2,2,7.62
1,4487081d-f655-4460-969a-a0047ee5b4c5,27c7f013-29a1-4a59-80c3-50ee28faa2c1,约屈尔 罗森斯特伦,46d44ebc-a446-447c-ad97-494b93e4206c,DF,26,68,A,generated,56400.0,17,2,0,7.36
1,4487081d-f655-4460-969a-a0047ee5b4c5,5c27e295-d509-4c82-8a24-f17e098bcc5c,显寓 端,b07cc307-8690-42ed-883e-d69c64ae5711,DF,28,64,A,generated,52950.0,15,1,0,7.57
1,4487081d-f655-4460-969a-a0047ee5b4c5,581491b0-f275-43bc-b16f-8190c904b136,谭昊洋,e7c3cf14-b0da-4f84-92e5-31c60b0d9f7d,DF,22,63,A,generated,52100.0,15,4,2,7.31
1,4487081d-f655-4460-969a-a0047ee5b4c5,50b97e3a-9da4-40df-9557-c937427e04c2,何生,7683a8d9-6658-4d3d-b8a0-949e64fe6c71,GK,29,53,B,generated,43700.0,16,0,0,6.64
1,4487081d-f655-4460-969a-a0047ee5b4c5,a5f60f06-99e1-4ced-8a35-bd91e8335215,坤 福,2910437e-75a7-4052-b404-3c5ed1ceef89,MF,24,55,B,generated,45450.0,18,9,1,8.43
1,4487081d-f655-4460-969a-a0047ee5b4c5,6a492efa-25eb-4b72-ab29-8b3e2ab4f1a4,太郎 金子,bae3eb22-ae5e-451a-b77a-bf3f9562b5c5,MF,32,62,A,generated,51250.0,17,4,3,7.94
1,4487081d-f655-4460-969a-a0047ee5b4c5,55296be9-a893-41f6-895c-137393fbf3b4,翼 中山,e59164de-8c75-4b77-8a12-e009bef6fb11,GK,21,53,A,generated,43950.0,16,0,0,6.76
1,4487081d-f655-4460-969a-a0047ee5b4c5,4f0efb31-73fd-4e83-a597-1ad68f8ebdbf,萨勒曼 加麦尔,bb13e410-6939-41dd-8557-10f39b5be352,DF,30,60,A,generated,50400.0,15,0,2,7.14
1,4487081d-f655-4460-969a-a0047ee5b4c5,f7e4ce03-4aa1-4343-a9a6-c8d88cbbb07c,杜文毅,41a46d7d-6538-4bd1-b60b-37653c73d02e,DF,26,67,A,generated,55500.0,17,2,0,7.38
1,4487081d-f655-4460-969a-a0047ee5b4c5,f2969c1b-8dd2-4775-a6cc-9473875899d9,丁沐轩,f02e5f20-4d12-4b12-900b-fdca65d429b8,MF,27,65,A,generated,53750.0,16,4,3,7.79
1,4487081d-f655-4460-969a-a0047ee5b4c5,bf94f2da-1317-4bb6-93ce-22a4a2a9ca95,洛伦索 巴乔,da1c3d53-07c1-4968-ac38-392df8f3a46d,MF,20,53,A,generated,44450.0,15,3,0,7.47
1,4487081d-f655-4460-969a-a0047ee5b4c5,fcdcca83-a3c4-4a34-85c1-6d0056296660,阿瑟 莫斯,3e581cb0-9156-44bd-94f6-aa02d66880ad,DF,25,63,A,generated,52400.0,15,2,0,7.36
1,4487081d-f655-4460-969a-a0047ee5b4c5,b0f592b9-4770-4b06-ae47-af3272f301ed,塞巴斯蒂安 萨夫琴科,a6e02df8-6502-4ccd-ae70-0e7c2f4b9f0b,DF,25,61,A,generated,50400.0,16,1,1,7.22
1,4487081d-f655-4460-969a-a0047ee5b4c5,89f1948a-1276-484b-9b7e-ba0a0548855f,稔 川村,a11d7018-e1e8-4f8e-824e-19fdc3fa6ea5,FW,23,68,A,generated,56450.0,15,7,6,8.19
1,4487081d-f655-4460-969a-a0047ee5b4c5,afc7be01-b2c4-440e-83cf-49a779204324,叡俊 炭,50dec1a9-7a27-4883-9332-27f77e29d835,MF,25,70,A,generated,58350.0,20,3,4,7.87
1,4487081d-f655-4460-969a-a0047ee5b4c5,0c12d56f-c1bb-4f5a-89e4-504f76058054,朱炎,9570e08a-da44-4518-936f-42d433dc39fa,DF,22,62,A,generated,51400.0,16,1,0,7.43
1,4487081d-f655-4460-969a-a0047ee5b4c5,966427ab-be6e-4402-9428-98f1bbac4f7f,安赫尔 穆尼奥斯,25d72cb1-8b3f-49d8-8919-b7a20d93dabe,MF,28,60,A,generated,49500.0,16,3,0,7.93
1,4487081d-f655-4460-969a-a0047ee5b4c5,0f59085c-a77f-4f24-9af2-9d04acd44f1f,谭涛声,014054e9-db56-4fdb-9225-0bd5570e5423,MF,28,78,S,generated,64950.0,18,4,3,8.2
1,4487081d-f655-4460-969a-a0047ee5b4c5,dc53602e-1544-40a6-80ef-f8d381fb885f,志勋 温,a3636241-4f06-4e9d-a5b5-0f48573dba36,DF,18,56,A,generated,46350.0,15,0,0,6.63
1,4487081d-f655-4460-969a-a0047ee5b4c5,038e37b3-6ffa-46d1-b145-52d48e3ee604,廖绍望,a6e02df8-6502-4ccd-ae70-0e7c2f4b9f0b,DF,20,66,A,generated,54650.0,16,0,2,7.46
1,4487081d-f655-4460-969a-a0047ee5b4c5,57866a00-e4cf-4f94-b0d5-b94ff3428927,五郎 三木,4d647185-2dec-40ae-82cc-c53ea581c097,MF,27,73,A,generated,60550.0,17,3,2,7.81
1,4487081d-f655-4460-969a-a0047ee5b4c5,b93be995-cc20-43b2-b82d-ab9ffca30a40,萨比赫 塔拉尔,ed365198-c267-4abe-9c0d-aeb80de0c658,FW,22,62,A,generated,51500.0,16,10,2,8.1
1,4487081d-f655-4460-969a-a0047ee5b4c5,d232bc0f-907c-41ca-9a2c-15fc3db98220,弗兰克 奥德纳松,033f305e-9215-4ac3-a10a-ae1c1204c8e7,GK,26,50,B,generated,41100.0,15,0,0,6.85
1,4487081d-f655-4460-969a-a0047ee5b4c5,b490c35c-6890-464f-a419-3a17715869e5,丹尼尔 梅迪纳,a070ebed-9d66-4ad8-a8f3-3547e6231d02,DF,29,81,S,generated,67450.0,18,1,2,7.57
1,4487081d-f655-4460-969a-a0047ee5b4c5,3f8994c8-a1b1-4a38-a289-58f8503fb7ad,林士,3b55a0fc-804e-468b-9ad5-fbbe1e367ed8,FW,28,66,A,generated,54750.0,15,21,2,9.13
1,4487081d-f655-4460-969a-a0047ee5b4c5,0c85f60c-b37c-4f95-ba0f-4ea1d8221476,米卡埃尔 哈康松,d3454111-2465-4d4d-91d4-3d8e388a17d7,MF,25,65,A,generated,53950.0,15,4,1,7.92
1,4487081d-f655-4460-969a-a0047ee5b4c5,96c9c73f-121f-446f-b96e-5934b17c3497,韦鹤伟,97a28df6-0403-4d98-a05a-570cbc1490e1,FW,29,60,A,generated,49650.0,16,5,3,7.86
1,4487081d-f655-4460-969a-a0047ee5b4c5,d58f3d67-a98c-409a-8727-f9a47634c6cd,悠斗 安田,044eabcf-812c-41ad-a1f5-9db6f21ed491,MF,18,55,B,generated,45400.0,15,4,2,7.91
1,4487081d-f655-4460-969a-a0047ee5b4c5,f3080ae9-e702-4e00-955d-bc907a3864b7,阳 宋,d4220da1-746e-4450-8282-07372bfcd5c5,DF,29,83,S,generated,69350.0,17,2,3,7.3
1,4487081d-f655-4460-969a-a0047ee5b4c5,7b0fbcac-8cd5-41f0-8819-19a9ef2bdd3c,邱昌瀚,e2abc88c-d1d9-4986-a3a6-13f3ffb8686a,FW,20,54,B,generated,44550.0,16,6,0,7.7
1,4487081d-f655-4460-969a-a0047ee5b4c5,16c8e35c-4c41-4400-b770-bf99c480312e,罗尔夫 阿斯克兰德,22bda152-748b-4baf-bf7d-5f7ee67d482c,GK,29,52,B,generated,42800.0,15,0,0,6.83
1,4487081d-f655-4460-969a-a0047ee5b4c5,291c6652-bced-495a-8e7a-ca45d9aec163,秦致鹏,c6d69969-aa3e-4dac-80e6-5f76a084d4e6,MF,25,75,A,generated,62450.0,17,3,3,8.23
1,4487081d-f655-4460-969a-a0047ee5b4c5,b356ab3e-5a91-40e9-8cf2-e990d4ed90b9,凯什 沃森,5566dd03-123f-4002-a16f-19b9ed87a048,DF,25,68,A,generated,56350.0,16,1,2,7.44
1,4487081d-f655-4460-969a-a0047ee5b4c5,8d7d3190-5ecf-4610-a510-b5388caa312b,李思洋,ed365198-c267-4abe-9c0d-aeb80de0c658,MF,26,57,B,generated,47050.0,16,1,4,7.75
1,4487081d-f655-4460-969a-a0047ee5b4c5,241a1614-b0dc-4f56-9034-f7c5a7f0a103,阿尔达 德尼兹,3e581cb0-9156-44bd-94f6-aa02d66880ad,DF,31,65,A,generated,53750.0,15,0,1,7.37
1,4487081d-f655-4460-969a-a0047ee5b4c5,5ff7ff92-ffa7-4f3d-8aec-fab692930dba,汪展,6b6bb06a-849d-4a43-9fe9-22ced7c1628a,FW,32,60,A,generated,49600.0,16,13,7,8.99
1,4487081d-f655-4460-969a-a0047ee5b4c5,88e58234-dd99-4258-95d9-f53511c66e8d,龙智光,9d02b2ec-770c-4d2d-a789-499e6502a35d,DF,22,65,A,generated,53950.0,16,0,2,7.24
1,4487081d-f655-4460-969a-a0047ee5b4c5,92a3331c-4b4a-4ffc-b3aa-aab9afbbfd4b,孟弘铭,8c4c3217-b274-40fc-836d-dc928da4031a,MF,27,76,A,generated,63100.0,16,9,1,8.35
1,4487081d-f655-4460-969a-a0047ee5b4c5,c04714ec-2e18-4f4d-a761-1d0193691b3e,独孤旱,96224d0b-cb18-47d7-9f76-be3271e5ed83,FW,28,68,A,generated,56350.0,3,2,0,7.4
1,4487081d-f655-4460-969a-a0047ee5b4c5,f3a79102-f2c8-4ff7-a962-ca582be96b90,叶夫根尼 科津斯基,c62e01be-b457-407b-99b1-9225b1521b9f,MF,23,70,A,generated,58100.0,16,3,3,7.55
1,4487081d-f655-4460-969a-a0047ee5b4c5,661bda2b-2604-4832-898b-cc7a7481b359,加埃尔 托尔多,76067cbd-701d-4a3e-8ca8-7406a5925981,DF,22,56,A,generated,46400.0,15,1,1,7.19
1,4487081d-f655-4460-969a-a0047ee5b4c5,329ad3d2-dd9f-46bf-bf50-18eb76f8727d,耶胡达 巴伯,68c82bcb-837c-48f7-8874-6a465e6c7267,MF,30,67,A,generated,55600.0,15,4,1,7.54
1,4487081d-f655-4460-969a-a0047ee5b4c5,b105d1f5-1229-47d6-a0e2-836f15b3abc6,埃利斯 赫斯顿,25d72cb1-8b3f-49d8-8919-b7a20d93dabe,DF,27,57,B,generated,47000.0,16,0,0,7.26
1,4487081d-f655-4460-969a-a0047ee5b4c5,8d17e8fc-fbf5-4dc6-8660-e01975bc8a08,帕尔维兹 拉希姆,f6b75446-2469-4345-b609-0e82765945d3,GK,24,67,A,generated,55550.0,19,0,0,6.97
1,4487081d-f655-4460-969a-a0047ee5b4c5,fd56ddfd-4501-46a5-98a6-e104ad9ae004,公孙文郁,906b0994-33cb-4408-8edd-b2ac23fba0cd,FW,27,59,B,generated,48650.0,15,5,1,7.95
1,4487081d-f655-4460-969a-a0047ee5b4c5,b9a3a4ed-b283-430e-8d9a-228bd70cbcea,帕斯卡 范登贝赫,e3e20a71-3ebe-4435-8451-00cc7cea6122,MF,27,64,A,generated,53000.0,16,2,2,7.7
1,4487081d-f655-4460-969a-a0047ee5b4c5,0dd12a19-4d59-48bc-bd19-1b45e755c73a,尼古拉奥斯 布拉沃,21e07243-880c-4203-bb62-e758f39259f3,MF,24,78,S,generated,65150.0,16,9,2,8.49
1,4487081d-f655-4460-969a-a0047ee5b4c5,7d1e656d-248f-4439-abf0-bef134e09458,福法 范,d7cba5fa-0f84-4bf0-ba6e-37a73770d265,DF,25,57,A,generated,47150.0,15,1,1,6.69
1,4487081d-f655-4460-969a-a0047ee5b4c5,6a0ffdc5-0c49-4c56-9aae-3e660814dde2,伊斯坎达尔 穆尼尔,49f5ea7b-f2bb-42ec-9b4a-f94d421e55a4,MF,23,61,A,generated,50600.0,19,6,3,7.59
1,4487081d-f655-4460-969a-a0047ee5b4c5,cb534cf7-49a1-48a5-8799-a16627bf544e,弗吉尔 宋,49f5ea7b-f2bb-42ec-9b4a-f94d421e55a4,DF,19,52,B,generated,43000.0,1,0,0,7.6
1,4487081d-f655-4460-969a-a0047ee5b4c5,1a3c8013-3477-45a3-8826-1dc38275c48a,基思 卡特赖特,4443e878-68ea-4db6-89bf-30e923549ef7,MF,23,63,A,generated,52400.0,15,7,2,8.21
1,4487081d-f655-4460-969a-a0047ee5b4c5,13818e8b-eecf-4ba5-b604-f333d925f2d7,蒋兆钧,3293dc70-0f08-4714-8da4-f2bf2ccc7c01,FW,23,57,A,generated,47250.0,17,7,3,8.2
1,4487081d-f655-4460-969a-a0047ee5b4c5,8b21e6d6-42c6-43d0-8cc2-ff9221ebe1c9,黄晓,5a7561b1-368d-4ba6-a386-e3242ea01d1b,DF,25,82,S,generated,68350.0,18,2,1,7.63
1,4487081d-f655-4460-969a-a0047ee5b4c5,7aa4afe9-dd1e-4ee5-b26e-5bbda0ad2349,沃伊切赫 乌沙科夫,42053a52-51ee-4911-a9ee-1ec2405ac400,DF,27,62,A,generated,51350.0,15,0,1,7.1
1,4487081d-f655-4460-969a-a0047ee5b4c5,e2e74196-3a99-4cab-96ab-a695d8fc3388,阿纳托利 托尔斯托伊,5566dd03-123f-4002-a16f-19b9ed87a048,DF,22,57,B,generated,47000.0,16,1,2,7.22
1,4487081d-f655-4460-969a-a0047ee5b4c5,336ed50c-4c3f-47a3-acaa-050e55ee8d56,斯特利奥斯 德卢卡,9c403455-0098-4cd8-bc56-5aa1c792ee38,MF,25,61,A,generated,50600.0,15,0,0,7.07
1,4487081d-f655-4460-969a-a0047ee5b4c5,bf59d43a-15fb-4d24-bd1e-22fbc835f324,叶伟东,2f1cac20-031e-42c0-989f-20ad523d1c3a,FW,21,67,A,generated,55850.0,17,8,4,8.15
1,4487081d-f655-4460-969a-a0047ee5b4c5,37522ddb-8e67-4b9f-b27e-e94653e35024,健平 高木,3cd8476b-2c90-4707-9ddd-1be529014540,MF,29,63,A,generated,52050.0,18,5,1,7.98
1,4487081d-f655-4460-969a-a0047ee5b4c5,42db2303-d66c-4428-956d-a11e9eb3db23,罗智玉,b6911dd6-4bb7-402a-bfb0-7676cd2f5177,DF,25,62,A,generated,51400.0,15,1,2,7.62
1,4487081d-f655-4460-969a-a0047ee5b4c5,0d7d7367-7773-44a2-95a9-50e9ae61a611,炫俊 偰,f6020a3c-9daf-46ba-82ad-b541566f28f4,MF,21,61,A,generated,50700.0,17,4,4,7.95
1,4487081d-f655-4460-969a-a0047ee5b4c5,ba41546b-9896-40fb-ad91-31462821c15f,萨伊夫 萧,43e82f85-6f8c-41d7-917e-b5dcfa22774b,FW,32,54,B,generated,44400.0,16,3,2,7.71
1,4487081d-f655-4460-969a-a0047ee5b4c5,ff8071c0-ae80-4f04-9d96-ad31d91cb31b,伊格纳茨 范登布林克,623f0165-5165-4ea8-aa33-64db8f4421e3,DF,23,54,B,generated,44600.0,15,1,4,7.57
1,4487081d-f655-4460-969a-a0047ee5b4c5,0171ec11-0dec-4a8a-ab69-54d9e915ea5f,伊戈尔 利斯基,fd6ce890-a325-4e07-8e5e-c7f46b011ff1,MF,23,58,A,generated,48000.0,15,5,3,7.81
1,4487081d-f655-4460-969a-a0047ee5b4c5,ca68a795-4bdf-4f3e-81ae-1020a4998565,亨德拉 黎,2b939b39-bf3d-432c-a18a-cf09d41d89d5,MF,23,74,A,generated,61600.0,16,11,2,8.22
1,4487081d-f655-4460-969a-a0047ee5b4c5,b8eb50bb-99a9-4608-8593-e568c810fc16,郝嘉硕,941a2c09-5dec-4805-b48b-a6627f71d875,DF,30,55,B,generated,45250.0,17,2,1,7.3
1,4487081d-f655-4460-969a-a0047ee5b4c5,341f2e79-af18-412b-bb4e-24b03629f6c9,秀 田,050123de-44eb-4a2b-a8fe-4db8a1529aa5,FW,29,64,A,generated,53200.0,16,10,4,8.49
1,4487081d-f655-4460-969a-a0047ee5b4c5,25fbdfb4-2a10-4e99-a634-4307f70230f3,泽诺 洛佩斯,731e6900-3efb-4e33-ba3e-48baae14cdb1,FW,24,56,B,generated,46250.0,16,5,5,8.34
1,4487081d-f655-4460-969a-a0047ee5b4c5,67b09e60-3cad-44fa-9cd1-ecee559c07cb,阿蒂尔 劳伦茨,87708401-6c46-4278-a952-d6c0d803f63b,MF,28,61,A,generated,50400.0,18,4,2,7.73
1,4487081d-f655-4460-969a-a0047ee5b4c5,04974b66-d821-4acf-a52e-3ee63b92706b,谢萝,ed365198-c267-4abe-9c0d-aeb80de0c658,DF,25,66,A,generated,54700.0,16,2,0,7.31
1,4487081d-f655-4460-969a-a0047ee5b4c5,792f7e3c-26db-45bb-880b-9373649afb7d,罗德里戈 巴尤,c2740fd2-b5d2-4db8-a9bf-cc8d55e8c87e,MF,30,57,A,generated,47700.0,15,4,1,7.61
1,4487081d-f655-4460-969a-a0047ee5b4c5,58a05478-a04d-4763-997c-3e43d2dd2bec,马克西米利安 基德,80d0cdf6-4d99-41c1-a05e-cc765ff63cc8,DF,28,77,A,generated,63950.0,18,1,6,8.09
1,4487081d-f655-4460-969a-a0047ee5b4c5,748537b2-4c2b-4145-854e-db9d3f7eea56,何塞 贝尔戈米,b6b27e56-fb6e-4c6c-b43b-28b42d4a0ed0,MF,28,70,A,generated,58100.0,16,8,4,8.36
1,4487081d-f655-4460-969a-a0047ee5b4c5,e46d2e2a-5a44-439c-af63-ef9d86dd7fc1,黄天伟,3876d4f9-b7d3-4b3c-b6e4-ff8701c767c2,GK,29,50,B,generated,41100.0,16,0,0,6.51
1,4487081d-f655-4460-969a-a0047ee5b4c5,97ec0a77-48c9-40d1-9294-01bc9380593c,萨夫万 伊萨,e59164de-8c75-4b77-8a12-e009bef6fb11,DF,20,52,B,generated,42900.0,16,1,3,7.5
1,4487081d-f655-4460-969a-a0047ee5b4c5,806749dc-1060-4004-914b-586ba7c1b1b7,奥兰多 佩雷斯,8219749b-ffff-4d26-bb87-a95cc5a5b1bd,DF,27,81,S,generated,68250.0,15,2,0,7.18
