season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,match_form,state_score,contract_score,recent_match_score,fitness_score,match_load_score,match_rust_score,attribute_modifier_pct,stamina_modifier,fitness,fatigue,current_injury_severity,current_injury_part,current_injury_remaining_days,season_injuries,max_body_wear,max_body_wear_part,attribute_progress_total,attrs_at_20,recent_ratings,recent_minutes,matches,goals,assists,shots,shots_on_target,passes,passes_succ,key_passes,crosses,crosses_succ,tackles,tackles_succ,interceptions,clearances,blocks,average_rating
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,f7375cc0-dc74-4a9f-80a6-b9843de1e5ce,伊阿宋 范登诺特,5b5eae92-112c-4ff4-93f9-0440d86de76f,MF,26,47,C,generated,22288.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,96,76,0,,0,0,0.0,hamstring,-8.42,0,"[8.7, 7.3, 8.2]","[50, 50, 50]",16,2,4,21,8,268,226,6,6,3,39,28,42,11,9,7.86
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,34ca9c6e-0e1f-4170-bb46-c69026870493,素里亚 郑,bba234e1-2411-4af3-8860-f2597ff7ca81,DF,30,61,C,generated,39800.0,NEUTRAL,1,0,0,1,-1,0,0.004,3.0,91,86,0,,0,0,1.5,quadriceps,-10.67,0,"[7.4, 6.6, 7.2]","[50, 50, 50]",15,4,0,21,10,292,224,0,2,0,17,14,24,4,4,7.21
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,66bb83c3-446e-42bd-98a2-7d4d90e8ec4e,塞德里克 布列塔尼,9c3f62b5-f72e-4891-95ad-a857a433ca82,MF,26,58,D,generated,40755.0,GOOD,2,0,2,0,-1,0,0.008,0.0,85,73,0,,0,0,1.5,back,-9.24,0,"[7.6, 6.5, 9.6]","[50, 50, 50]",16,7,4,36,21,263,215,5,2,1,33,24,30,16,9,7.74
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,91362b45-61d3-49e4-b6f0-1d79f99f0156,埃莱夫塞里奥斯 马尔蒂尼,8923b1a3-cd44-473d-a6ae-70963c85f691,MF,30,46,C,generated,23856.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,98,75,0,,0,0,1.0,knee,-14.03,0,"[7.3, 6.8, 6.9]","[50, 50, 50]",15,3,1,17,8,322,264,4,2,2,34,23,27,9,9,7.54
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e9d4331c-84de-40d0-b53c-9bdd168d3cbb,蔡智玮,93e91d01-88ad-4c14-a410-511414d63287,MF,23,53,C,generated,20993.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,100,72,0,,0,0,0.0,hamstring,12.86,0,"[7.8, 8.7, 6.9]","[50, 50, 50]",16,2,2,26,7,358,301,17,10,8,53,33,33,9,4,7.86
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,74bf879a-42ab-4489-9bfd-f81f6be3db64,亚多拉 卢艾,bfdab4b3-422e-495b-ad71-d141959cf5ff,GK,24,60,C,generated,39775.0,NEUTRAL,-1,0,-1,0,-1,0,-0.004,0.0,100,21,0,,0,0,0.0,hamstring,13.85,0,"[6.1, 6.0, 6.0]","[50, 50, 50]",10,0,0,0,0,51,42,0,0,0,0,0,0,0,0,6.03
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,617644e1-0852-477f-8970-c71340d6d5d6,克努特 伦德马克,bdb6548d-626b-479c-8dc2-9134b9073fe8,DF,29,48,D,generated,22067.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,100,80,0,,0,0,1.0,shoulder,-13.0,0,"[6.5, 6.9, 8.2]","[50, 50, 50]",15,1,1,9,4,291,238,2,1,0,27,21,23,4,8,7.35
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a65abe81-4cea-4850-8cd7-f2f7a96cace2,韦鹤彬,9dcfc56c-c577-4002-998c-e91bfdd759cb,MF,28,43,D,generated,18229.0,LOW,-2,-1,0,0,-1,-1,-0.008,0.0,100,23,0,,0,0,0.0,hamstring,-6.37,0,"[6.7, 7.0]","[50, 50]",2,0,0,0,0,19,17,0,0,0,2,1,3,0,1,6.8
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,45ae6155-2f9a-4fe9-8be5-515fb5a4264b,萨维安 勒克莱尔,b2d0e723-d415-439f-b813-74fd24aa0eb2,FW,23,53,D,generated,22134.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,85,75,0,,0,0,2.2,groin,14.56,0,"[6.7, 6.0, 10.0]","[50, 50, 50]",13,5,0,15,7,72,42,0,1,0,10,6,12,6,3,6.92
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,b1739810-0f8f-4e47-85dd-330ae26e612d,阿卜杜拉 拉赫曼,d0bc0ddf-2f7e-4b02-87be-ca9e86aa81e1,FW,27,52,D,generated,21879.0,GOOD,4,-1,4,1,-1,0,0.016,3.0,100,82,0,,0,0,0.0,hamstring,-8.69,0,"[10.0, 8.4, 10.0]","[50, 50, 50]",15,8,2,29,16,258,182,8,6,3,38,22,29,23,16,8.18
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,456ea6e5-a988-473a-9377-9f398977796d,格奥尔基 莎拉波娃,f6a19b68-d3fe-4a82-9e99-414cfde7de80,DF,22,59,C,generated,36252.0,GOOD,3,0,2,1,-1,0,0.012,3.0,90,95,0,,0,0,2.2,hamstring,12.35,0,"[7.7, 7.4, 8.6]","[50, 50, 50]",15,3,0,18,9,249,177,1,1,0,40,39,31,5,3,7.44
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2b0af745-288b-4e89-83c0-151c1340f186,吴文泰,620b6e2e-22d9-4927-83dc-411a540ed709,FW,26,49,B,generated,23856.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,98,81,0,,0,0,0.0,hamstring,-7.82,0,"[9.3, 6.7, 6.7]","[50, 50, 50]",15,7,2,38,20,179,100,5,7,3,28,13,24,17,10,7.84
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,65404f30-443a-42b0-b873-92fc5515bc00,库罗什 塔拉尔,bd28de97-4b63-43d4-a724-8af4f0193353,FW,29,56,D,generated,35223.0,NEUTRAL,1,-1,2,0,-1,0,0.004,-4.0,88,58,0,,0,0,1.5,groin,-13.99,0,"[7.7, 7.6, 8.3]","[50, 50, 50]",17,6,7,32,17,273,201,20,8,5,34,15,25,23,13,8.06
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,4b29e313-cabd-41fd-8594-a5859e39eca3,顾俊轩,8b4ba65b-4b43-4962-8c1b-25c3e9514a4d,DF,28,62,C,generated,66170.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,85,79,0,,0,0,2.5,hamstring,-12.66,0,"[8.2, 8.1, 8.9]","[50, 50, 50]",17,5,3,18,6,349,297,6,3,3,41,37,33,17,7,8.0
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,9ed65023-3842-4508-bfca-2d09ebf28bbe,塔德奥 马丁,52c3daef-aa0c-476c-a47f-f31fde928c2e,FW,30,52,B,generated,29120.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,86,85,0,,0,0,4.5,ankle,-13.44,0,"[7.1, 10.0, 7.2]","[50, 50, 50]",15,7,4,31,11,288,203,17,11,9,34,26,24,12,11,8.08
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,9c126860-3bb7-47b3-a430-9d312183a941,莱昂尼达斯 维加,38512b82-2e90-4f65-9c9b-a77c479c82c4,DF,22,75,B,generated,125000.0,GOOD,5,0,4,1,-1,0,0.02,3.0,100,59,0,,0,0,0.0,hamstring,15.65,0,"[10.0, 10.0, 8.0]","[50, 50, 50]",17,3,2,27,6,391,329,9,6,4,35,33,35,6,11,7.79
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e88c45b0-b8d3-4a99-a392-f886bdeb90cb,恵太 小野田,4ee201e1-b3ca-4699-9007-d99d33358f67,DF,28,55,C,generated,34496.0,NEUTRAL,-1,0,-1,0,-1,0,-0.004,0.0,100,6,0,,0,0,0.0,hamstring,-7.69,0,"[6.1, 7.2, 5.9]","[50, 50, 50]",7,0,1,1,1,50,40,3,2,2,2,2,8,1,0,6.53
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d5ff97a5-c090-4b60-972c-69d949a01589,公孙凡,f0d412d9-cf77-4cf1-8368-9b48b8566d95,DF,28,48,D,generated,20971.0,NEUTRAL,-1,0,-1,1,-1,-1,-0.004,3.0,98,15,0,,0,0,0.0,hamstring,-11.15,0,"[6.7, 6.0, 6.4]","[50, 50, 50]",7,0,1,3,1,39,36,0,0,0,3,1,1,1,1,6.26
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2364be88-df7d-4fa0-80c1-809e255348d9,阿德利诺 因莫比莱,ebb99695-f9d2-4e06-ae48-095ac26cb3c9,MF,31,44,D,generated,24432.0,NEUTRAL,-1,-1,0,0,-1,0,-0.004,-4.0,100,52,0,,0,0,0.0,hamstring,-8.8,0,"[7.8, 6.6, 6.3]","[50, 50, 50]",15,4,3,18,7,249,207,4,6,2,35,29,38,6,7,7.77
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,225d4466-4262-4d6a-bc17-84552c33b4f7,蒙蒂 德迪,0bd988ce-f5f9-44f7-8671-86f8e68a89f5,MF,31,39,C,generated,21504.0,GOOD,4,0,4,0,-1,0,0.016,0.0,100,77,0,,0,0,0.0,hamstring,-9.72,0,"[7.1, 10.0, 8.0]","[50, 50, 50]",15,5,3,23,9,250,185,10,3,2,38,24,22,11,8,7.71
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,ffca9a65-ce96-4532-9060-5e1642ac940a,乔尔 马瑟,3207adaf-2715-4f96-85b9-6be962186195,DF,23,54,D,generated,28500.0,GOOD,3,0,2,1,-1,0,0.012,3.0,100,56,0,,0,0,0.0,hamstring,13.61,0,"[7.1, 7.8, 7.2]","[50, 50, 50]",16,6,2,31,16,258,199,4,5,1,29,24,27,6,8,7.51
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,9854e177-c979-4b2c-806b-4c4342d492ca,守护 鱼,fbc4d906-4f13-41d9-8352-d7b213161f95,MF,29,49,A,generated,23856.0,NEUTRAL,-1,0,0,1,-1,-2,-0.004,3.0,90,33,0,,0,0,1.5,hamstring,-11.57,0,"[7.4, 6.1, 8.0]","[50, 50, 50]",3,0,1,0,0,29,24,1,1,1,4,4,3,0,1,7.17
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,7299611e-74e8-444c-b941-e71fb1c494a8,约里斯 迪洛伦佐,9c3f62b5-f72e-4891-95ad-a857a433ca82,FW,25,68,C,generated,72200.0,GOOD,2,0,2,0,-1,0,0.008,0.0,85,73,0,,0,0,1.5,back,1.68,0,"[8.2, 7.1, 7.6]","[50, 50, 50]",16,6,2,24,13,258,182,14,15,11,34,23,24,19,12,7.81
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d7e3002d-1be1-49a3-902b-19b5870a1480,浩 本真,8ab04bd0-c70f-4d09-a60b-b02de236ff78,DF,26,57,B,generated,41664.0,GOOD,2,0,2,0,-1,0,0.008,0.0,96,77,0,,0,0,0.0,hamstring,2.58,0,"[7.6, 7.8, 7.3]","[50, 50, 50]",16,0,1,8,4,277,199,4,3,2,31,30,28,7,11,7.2
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,785d4934-94e7-4092-8bd7-8a45731edb65,成勋 妙,1083c7d8-66db-4a3d-a58f-16fbdeff40a7,MF,24,54,D,generated,25650.0,GOOD,3,0,2,1,-1,0,0.012,3.0,100,62,0,,0,0,1.0,quadriceps,16.23,0,"[7.2, 7.5, 8.8]","[50, 50, 50]",16,2,4,23,8,347,299,13,6,5,41,30,31,20,7,7.96
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,1ee5c831-fc6c-426b-b712-a7701021ec5b,卡什顿 伯克,7c3b9426-d703-4686-a5ff-684e9feb09c3,DF,26,72,B,generated,106496.0,NEUTRAL,-1,0,0,-1,-1,0,-0.004,-10.0,92,76,0,,0,0,0.0,hamstring,-10.45,0,"[6.4, 6.5, 7.8]","[50, 50, 50]",21,5,1,39,14,383,285,7,6,2,42,39,22,7,5,7.23
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a3666302-4c9b-4c15-8c07-81284d97ea4e,维姆 戈麦斯,27bcbf27-f5d7-4225-a624-ecc76ac49fb9,FW,23,71,B,generated,87542.0,GOOD,5,0,4,1,-1,0,0.02,3.0,100,83,0,,0,0,0.0,hamstring,15.04,0,"[8.5, 6.9, 9.3]","[50, 50, 50]",16,13,6,40,20,250,166,15,15,8,36,22,25,7,6,8.6
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,0206887e-9882-49c5-a161-98026c976792,邹弘宇,2ed9fbe1-4df9-401c-a565-f7023ed5c5c5,GK,26,48,C,generated,23072.0,LOW,-3,-1,-1,0,-1,-1,-0.012,0.0,77,51,0,,0,0,3.5,groin,3.47,0,"[6.1, 6.0, 6.4]","[50, 50, 50]",8,0,0,0,0,29,26,0,0,0,0,0,0,0,0,6.09
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d4bdd6f1-101e-4913-aa6f-d7fdc07e2eb7,扎哈尔 季莫费耶夫,e0250fe6-c1e4-47bb-8a22-503cc88278b0,MF,27,66,B,generated,69300.0,GOOD,2,0,2,0,-1,0,0.008,0.0,89,96,0,,0,0,3.5,hamstring,-6.86,0,"[7.6, 8.1, 7.7]","[50, 50, 50]",12,6,0,24,12,258,239,13,6,5,42,35,22,7,6,8.04
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e84d6dcb-e62b-43f2-a5cd-59d31718cfb8,刘嘉浩,5b5eae92-112c-4ff4-93f9-0440d86de76f,MF,22,41,A,generated,14488.0,LOW,-2,0,-1,0,-1,-1,-0.008,0.0,96,30,0,,0,0,0.0,hamstring,11.84,0,"[6.6, 6.6, 6.1]","[50, 50, 50]",4,0,0,0,0,28,26,0,0,0,6,2,1,0,0,6.35
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,0f31fa05-ddb5-4229-94b9-0b0250e32fa7,西尔维斯特 豪沃思,11673115-c6f1-4fe2-aacc-026ba0b753c4,DF,32,45,B,generated,24192.0,NEUTRAL,-1,0,0,-1,-1,0,-0.004,-10.0,100,44,0,,0,0,1.0,shoulder,-8.72,0,"[6.5, 7.6, 6.4]","[50, 50, 50]",15,1,0,5,3,259,165,3,1,1,27,22,31,9,5,7.08
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,35d40552-c6d5-44a3-a59d-8e5e2d469cb7,伸夫 森川,6b01f7e9-b423-4387-a6bf-cd949bc55dcf,DF,23,52,D,generated,22230.0,NEUTRAL,1,0,0,1,-1,0,0.004,3.0,98,67,0,,0,0,0.0,hamstring,12.25,0,"[6.3, 7.9, 7.1]","[50, 50, 50]",13,1,0,5,3,221,179,1,2,1,24,12,31,4,4,7.15
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a7c53f9a-d66d-4a79-9e3c-a9c6a23f8b27,温坤宁,4f287601-13a9-4312-9e63-1528d6c1ede7,FW,26,55,B,generated,30096.0,GOOD,5,0,4,1,-1,0,0.02,3.0,100,68,0,,0,0,0.0,hamstring,2.48,0,"[8.7, 8.1, 9.1]","[50, 50, 50]",16,15,7,61,34,303,224,20,15,8,38,24,40,21,17,8.79
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2682e448-b56e-4c2f-9edb-105488aec54e,薛智林,316f2929-d19f-4c56-b218-2dfcb757ece9,MF,27,54,D,generated,31080.0,GOOD,4,0,4,0,-1,0,0.016,0.0,88,67,0,,0,0,3.5,ankle,1.68,0,"[6.4, 8.3, 10.0]","[50, 50, 50]",15,7,6,26,13,261,205,12,8,5,31,25,35,12,4,8.11
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,fe11217f-4dfc-4947-90e1-6e0a7fa48b18,浩 乙,21be93f7-899d-42db-8752-e2326eedcbff,MF,32,62,C,generated,72864.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,100,66,0,,0,0,0.0,hamstring,-9.66,0,"[9.6, 7.7, 8.4]","[50, 50, 50]",16,6,4,30,11,317,243,22,7,4,46,38,32,8,16,8.31
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,1191d426-aba5-46d6-8b1f-16a605c1d939,郝昊强,7131ee1c-b296-4658-a67e-5ce88236a792,DF,35,35,C,generated,40908.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,84,76,0,,0,0,6.0,knee,-11.12,0,"[6.8, 6.9, 6.5]","[50, 50, 50]",15,1,0,3,2,228,154,3,3,2,17,12,32,3,9,6.92
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,6ed3b22e-ec4f-447a-aa02-7d6866bfcb9b,布鲁诺 萨尔维,d219ce89-2957-40d0-9f5a-e0a891bc333b,DF,22,65,B,generated,58833.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,98,73,0,,0,0,0.4,quadriceps,15.58,0,"[9.0, 9.2, 7.4]","[50, 50, 50]",15,2,3,30,12,300,225,7,2,2,26,22,35,8,9,7.43
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,5fd44efb-0ffd-4757-a4c0-788ead96bc03,查约 张,b7c1bbc5-f8f4-449d-a4db-fef985ee6697,FW,28,41,D,generated,17396.0,NEUTRAL,-1,0,0,1,-1,-2,-0.004,3.0,100,0,0,,0,0,0.0,hamstring,-5.9,0,"[6.4, 6.4, 7.2]","[50, 50, 50]",4,0,0,5,0,38,29,2,2,1,4,3,1,2,2,6.6
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,5d195c4a-c255-45ce-9174-55b0358281ea,萨穆埃莱 斯特凡诺,00ca5f62-a4d5-4c0e-b915-a2e8a9ae6d0e,MF,34,42,B,generated,20059.0,NEUTRAL,-1,0,-1,1,0,-2,-0.004,3.0,100,25,0,,0,0,1.2,groin,-11.08,0,[6.1],[50],1,0,0,0,0,3,3,0,0,0,1,1,0,0,0,6.1
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,212fc2b8-31d5-4d1a-b3b0-1c4efbdd7f0a,安巴尔 奥马尔,0b8723d8-a5c8-4f57-ab73-9bf54762f2d8,MF,26,60,B,generated,49050.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,100,46,0,,0,0,0.0,hamstring,1.53,0,"[7.0, 9.0, 8.4]","[50, 50, 50]",16,7,2,17,8,260,202,8,4,3,25,22,32,15,15,7.85
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,66e915a1-870b-420f-abb7-27f0bf5d6f2f,郑神,ebb99695-f9d2-4e06-ae48-095ac26cb3c9,MF,29,47,B,generated,22288.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,100,52,0,,0,0,0.0,hamstring,-13.12,0,"[6.7, 7.7, 6.7]","[50, 50, 50]",15,3,0,19,10,227,190,4,2,0,45,27,25,12,11,7.45
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,bc8b5a88-90a4-4802-9f1f-caf76e237d52,博扬 伊萨耶夫,b7c1bbc5-f8f4-449d-a4db-fef985ee6697,MF,25,58,D,generated,41233.0,GOOD,4,0,4,0,-1,0,0.016,0.0,100,65,0,,0,1,0.0,hamstring,1.44,0,"[8.9, 9.1, 6.4]","[50, 50, 50]",15,7,1,31,13,344,293,8,7,3,40,33,25,11,9,8.45
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,5872da3e-dde9-434d-8b50-25f5ebec4edf,希沙姆 瓦利,2d09659a-750a-44ee-8ba4-a74a7625f4e4,FW,27,53,A,generated,31360.0,GOOD,2,0,2,0,-1,0,0.008,0.0,100,81,0,,0,0,0.0,hamstring,-8.04,0,"[8.2, 7.0, 8.5]","[50, 50, 50]",16,8,3,36,18,299,205,11,10,7,27,13,31,19,4,7.76
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2d62d2de-1232-4b93-9ebd-46ef11ea1cac,鲁内 西格瓦尔多松,15abc4c1-d514-4c06-af26-bc8dbd84d72b,FW,30,72,B,generated,108368.0,NEUTRAL,1,0,2,-1,-1,0,0.004,-10.0,100,75,0,,0,0,1.0,knee,-13.93,0,"[7.0, 6.5, 8.2]","[50, 50, 50]",16,8,2,34,20,237,154,7,6,3,23,11,32,17,7,7.88
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,54c4e055-1017-4887-86b6-aa86c8e26634,马诺洛 罗西,19b6ebbc-5fc3-4ca0-9659-d2101a1fff70,MF,22,56,S,generated,31140.0,GOOD,3,0,2,1,-1,0,0.012,3.0,100,69,0,,0,0,0.0,hamstring,13.26,0,"[7.5, 7.4, 7.6]","[50, 50, 50]",15,3,0,17,8,258,202,2,3,1,33,22,38,6,17,7.93
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,727e838c-a0ba-463c-bf71-d74e28c925ed,朱嘉荣,b6c338b9-0de6-43dd-8a29-ff7e8c220691,DF,29,51,A,generated,26880.0,NEUTRAL,-1,0,-1,1,0,-2,-0.004,3.0,85,24,0,,0,0,4.5,quadriceps,-5.13,0,[6.2],[50],1,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6.2
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,93077099-9dee-42cc-a0d8-eeaa53863d78,杨诲,50787f77-27f6-41bd-b788-32992a75331e,MF,24,57,C,generated,31201.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,100,76,0,,0,0,0.0,hamstring,15.03,0,"[10.0, 9.6, 7.4]","[50, 50, 50]",16,4,1,26,12,302,255,6,7,2,42,29,32,10,11,7.7
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e82b526e-3bbf-4d16-a403-fed8582e5973,轩辕文志,ad42ed8e-24d0-4020-b24d-8fcc647f426b,FW,18,59,C,generated,21751.0,GOOD,5,0,4,1,-1,0,0.02,3.0,100,61,0,,0,0,0.0,hamstring,15.79,0,"[9.1, 9.0, 7.5]","[50, 50, 50]",15,6,2,22,14,207,152,10,6,3,37,22,25,23,11,8.15
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,aa8215f0-b736-4b68-b3bf-ff5095e66074,助 三宅,11fd5fb1-ea96-43fa-9919-9432ee4e62f2,FW,22,59,D,generated,27826.0,GOOD,2,0,2,0,-1,0,0.008,0.0,88,75,0,,0,0,3.2,hamstring,12.47,0,"[6.8, 6.8, 10.0]","[50, 50, 50]",17,9,2,26,13,243,156,13,13,7,47,31,30,8,4,7.86
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,6372763e-463f-4bfc-9850-3a3ca7f99587,伊萨克 贾比尔,9d91e72b-637e-4360-b4fe-22424686d47a,FW,34,46,C,generated,41715.0,GOOD,4,0,4,0,-1,0,0.016,0.0,100,66,0,,0,0,1.2,ankle,-12.16,0,"[9.1, 7.7, 9.9]","[50, 50, 50]",15,11,5,37,19,219,141,24,17,11,40,19,27,14,3,8.45
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d2fafe6e-d630-4971-9a75-455d81d91e6f,宇彬 商,16a3b52a-ef2e-4887-8788-b125546e382e,FW,21,54,D,generated,15984.0,NEUTRAL,-1,0,0,0,-1,-1,-0.004,0.0,82,37,0,,0,0,3.2,ankle,13.89,0,"[6.3, 7.2, 6.8]","[50, 50, 50]",6,0,1,4,1,50,36,2,2,1,2,0,11,4,3,6.6
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,058a6de4-58ce-4c0b-82ac-139719f6816a,吴涵涵,361593df-7e23-400a-9d2c-ecd1f0b74d2d,MF,33,59,C,generated,25228.0,GOOD,3,0,2,1,-1,0,0.012,3.0,91,79,0,,0,0,1.5,hamstring,-13.71,0,"[8.4, 7.2, 7.0]","[50, 50, 50]",15,4,3,15,7,208,172,6,6,4,22,20,31,4,6,7.65
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,291c596e-aab2-4111-a674-71c1a08bc138,直政 小柳,834a67c1-64df-4a76-b76e-a690571ac856,DF,18,54,C,generated,18514.0,LOW,-2,0,-1,1,-1,-2,-0.008,3.0,100,10,0,,0,0,0.4,groin,11.57,0,"[6.0, 6.8, 6.4]","[50, 50, 50]",3,0,0,0,0,17,12,0,0,0,2,1,1,1,1,6.4
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,73e2b49a-00f7-40d4-ae19-c0d6f0b61705,许宁涛,357a85fb-7e6c-4578-9dae-426d2baef936,MF,19,66,B,generated,37800.0,GOOD,3,0,2,1,-1,0,0.012,3.0,100,41,0,,0,0,0.4,ankle,14.56,0,"[7.2, 7.3, 8.8]","[50, 50, 50]",16,3,6,23,7,483,434,14,8,6,34,25,34,9,14,8.46
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,958822f4-8498-4af9-9e88-f41dc1337f3e,唐文慈,16534899-9230-45f3-880c-c2657809ecb2,MF,23,65,B,generated,50838.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,100,54,0,,0,0,0.0,hamstring,14.36,0,"[6.9, 7.4, 9.2]","[50, 50, 50]",18,10,1,35,18,532,483,17,9,7,39,27,21,21,11,8.34
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c717d26b-0927-4798-8839-ee68a1a28020,魏晋杰,70b32aec-01ef-4fab-add6-ee27de1578ec,MF,27,50,D,generated,18513.0,GOOD,3,-2,4,1,-1,0,0.012,3.0,100,42,0,,0,0,0.0,hamstring,1.96,0,"[8.6, 9.2, 7.2]","[50, 50, 50]",16,5,3,24,10,273,216,21,13,8,52,42,32,6,2,7.91
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,505d6345-306e-416d-a779-40569214c341,安东 哈坎松,b7c1bbc5-f8f4-449d-a4db-fef985ee6697,MF,21,60,B,generated,40500.0,GOOD,3,0,2,1,-1,0,0.012,3.0,100,65,0,,0,0,0.0,hamstring,11.02,0,"[8.3, 7.3, 7.7]","[50, 50, 50]",15,4,2,25,9,266,228,11,5,3,37,27,30,21,10,7.89
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,75d588f2-146e-4f9e-8025-1887277da397,朱梓轩,c4415521-9f21-45f9-9419-ca58717af8b2,DF,30,70,C,generated,105248.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,100,92,0,,0,0,1.0,knee,-14.61,0,"[8.6, 8.1, 8.0]","[50, 50, 50]",17,0,3,7,0,491,444,5,5,2,47,36,26,13,6,7.46
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,20554333-a6f8-4f29-9e3b-4608213f0bc4,蔡霜,c614cf2c-7c10-479a-82b8-c202ab098447,DF,25,60,C,generated,48240.0,NEUTRAL,-1,0,0,-1,-1,0,-0.004,-10.0,100,57,0,,0,0,0.0,hamstring,2.62,0,"[6.0, 7.7, 6.0]","[50, 50, 50]",18,1,1,16,7,292,187,5,4,2,29,29,23,5,5,6.8
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,f05012f8-82a0-41de-93ec-a5328d9c6c98,纳坦 埃申,bd28de97-4b63-43d4-a724-8af4f0193353,DF,22,60,C,generated,42451.0,NEUTRAL,-1,0,-1,1,0,-2,-0.004,3.0,88,20,0,,0,0,1.2,groin,8.14,0,[6.0],[50],1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.0
