season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,match_form,state_score,contract_score,recent_match_score,fitness_score,match_load_score,match_rust_score,attribute_modifier_pct,stamina_modifier,recent_ratings,recent_minutes,matches,goals,assists,average_rating
1,1becb771-63d7-4552-9955-44e42acf801f,7ecb7818-4bdd-473e-985e-53999413d755,闫立涛,61e6e3a1-cfd5-426a-8e11-1ea02f56fd8b,GK,22,73,A,generated,99438.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[9.2, 6.1, 8.6]","[50, 50, 50]",17,0,0,6.58
1,1becb771-63d7-4552-9955-44e42acf801f,4f15a392-8ff2-4a3c-bad7-923be81b6ba5,黄文胜,556d3a6a-e537-4d72-873b-01c32bb956b2,DF,30,79,S,generated,162932.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.0, 7.3, 8.1]","[50, 50, 50]",18,0,2,7.12
1,1becb771-63d7-4552-9955-44e42acf801f,d4176f3c-590c-4557-b7d3-172783c1ff7c,熊旭宁,f2cb4baa-cdb6-4598-9262-ac9d6b0fb411,FW,23,86,S,generated,217779.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.1, 7.2, 9.4]","[50, 50, 50]",17,14,3,8.73
1,1becb771-63d7-4552-9955-44e42acf801f,9bc3d794-6682-40b2-a2ff-cf46580ec25b,格雷 麦克弗森,4e3da93e-5b37-4581-85e2-917f1832c0a4,MF,19,61,A,generated,22491.0,LOW,-2,-2,2,1,-1,-2,-0.008,3.0,"[5.3, 7.5, 9.0]","[50, 50, 50]",4,1,0,7.2
1,1becb771-63d7-4552-9955-44e42acf801f,4856f267-f5e2-4e7a-99d5-40be65057d2c,范禄,f15b6248-89a2-4cf3-b3e1-6d5932786764,FW,22,82,S,generated,176866.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.5, 7.9, 9.6]","[50, 50, 50]",19,14,2,8.21
1,1becb771-63d7-4552-9955-44e42acf801f,235789a9-f228-4bb0-8d17-b06cb94b8b72,夏穿,c6bd46fa-082b-4d97-8563-69b43efea613,GK,18,70,A,generated,64512.0,LOW,-5,-2,0,-2,-1,0,-0.02,-18.0,"[6.1, 7.5, 7.0]","[50, 50, 50]",17,0,1,6.34
1,1becb771-63d7-4552-9955-44e42acf801f,710aa3a3-bfa9-4b2c-993f-c0a5049dcf59,恵 岩渊,23e14ca1-58d8-4e82-8320-1660f2004670,MF,25,69,S,generated,68638.0,LOW,-3,-1,0,1,-1,-2,-0.012,3.0,"[7.2, 6.9, 6.4]","[50, 50, 50]",5,1,0,6.94
1,1becb771-63d7-4552-9955-44e42acf801f,4da34efb-ae1d-44fe-aa25-c108aeb7b690,伊塔洛 罗德里格斯,d3f11c2d-1468-4391-843e-98c05dd06286,FW,29,67,A,generated,77250.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[6.5, 9.2, 9.0]","[50, 50, 50]",15,11,5,8.84
1,1becb771-63d7-4552-9955-44e42acf801f,347d3cfc-a68c-4d3d-ab77-a351edad9d44,东勋 和,e96fd191-86b4-440f-9d5e-75f92e986f08,MF,23,79,S,generated,161000.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.7, 9.4, 7.3]","[50, 50, 50]",15,6,2,8.13
1,1becb771-63d7-4552-9955-44e42acf801f,1139b873-92b7-4e97-8df7-761b9b97587b,帕维尔 列别杰夫,89364c43-5038-44cc-8d25-5c9654a4d96c,FW,27,66,A,generated,71680.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.4, 7.2, 7.4]","[50, 50, 50]",18,6,2,7.93
1,1becb771-63d7-4552-9955-44e42acf801f,8096e4a7-6107-4ecc-b746-cadacdd923be,常煜,1b4e22b3-444a-49bd-bb80-33b02310ae6e,DF,28,86,S,generated,257070.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.7, 8.0, 6.5]","[50, 50, 50]",21,2,5,7.77
1,1becb771-63d7-4552-9955-44e42acf801f,d0b161ed-89ce-472f-9435-6bb0171a0628,付文翰,c3d001b9-dd3c-4834-a548-dbd8609332c4,DF,28,69,A,generated,84150.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.8, 7.7, 6.6]","[50, 50, 50]",16,0,2,7.44
1,1becb771-63d7-4552-9955-44e42acf801f,8b9ef704-5bef-458a-9194-33a5566401af,阿兰 扎内蒂,d52013ad-2b3d-4866-9463-0df96b9819f5,GK,24,53,B,generated,25379.0,LOW,-4,-1,0,-2,-1,0,-0.016,-18.0,"[6.3, 5.5, 7.7]","[50, 50, 50]",18,0,0,6.2
1,1becb771-63d7-4552-9955-44e42acf801f,bdfe1406-5eae-46ba-89cb-5efd4cb318d8,阿贝尔 赛德尔,8bee1147-d70c-4661-ac27-751bee6ae252,FW,29,64,A,generated,61366.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.0, 7.4, 7.2]","[50, 50, 50]",16,2,5,7.8
1,1becb771-63d7-4552-9955-44e42acf801f,c9832bce-f515-428f-8dfc-5c812da60d6a,提拉蓬 邓,6c0dba72-2837-4453-8f69-63f1d3886e9f,MF,23,70,A,generated,81000.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.3, 8.5, 8.4]","[50, 50, 50]",18,2,0,7.66
1,1becb771-63d7-4552-9955-44e42acf801f,9843ff4a-7d60-4769-9fe1-3fe029e7d9af,袁鹏凯,b3dbdf88-1463-46cc-b570-748b06c3cde9,GK,25,70,S,generated,100260.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.5, 6.4, 8.9]","[50, 50, 50]",16,0,0,7.06
1,1becb771-63d7-4552-9955-44e42acf801f,e05d87f1-8179-4140-b09c-b351811da535,烈勋 哉,0c8053f3-c52d-40b3-a3b1-af7fb78cbbf3,GK,25,51,S,generated,26880.0,LOW,-3,-2,2,-2,-1,0,-0.012,-18.0,"[4.6, 9.3, 8.8]","[50, 50, 50]",15,0,0,6.88
1,1becb771-63d7-4552-9955-44e42acf801f,1cb39614-f0c2-4274-ac7f-11fdc0e69538,刘方布,5bf54cba-5b7a-4632-bf59-503ac4f493ab,MF,27,73,S,generated,115995.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.3, 7.3, 6.9]","[50, 50, 50]",15,2,2,7.51
1,1becb771-63d7-4552-9955-44e42acf801f,5aeacf39-0f5b-43f8-b056-33096ac9a792,菲兰德 扎内蒂,985a0d05-17d7-4738-9803-a27293bee01c,FW,28,87,S,generated,288200.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[10.0, 10.0, 8.9]","[50, 50, 50]",20,16,7,8.59
1,1becb771-63d7-4552-9955-44e42acf801f,12c239d4-7b75-4122-99aa-9eea64c49d2a,沙菲格 达里乌什,74be8e1c-e27c-4cd1-8aaf-e0182af4a72b,MF,19,59,A,generated,31283.0,LOW,-3,-2,0,0,-1,0,-0.012,0.0,"[6.6, 7.7, 6.7]","[50, 50, 50]",8,0,2,6.89
1,1becb771-63d7-4552-9955-44e42acf801f,aa877df2-327b-4a52-a72c-1e52fd923690,基努 麦克休,0b9e1fa2-9a0a-4e0e-8791-db8fcdeab4a5,DF,22,71,A,generated,88945.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.4, 8.6, 7.9]","[50, 50, 50]",16,2,1,7.6
1,1becb771-63d7-4552-9955-44e42acf801f,d33b2a64-1f4b-4f3a-bbbd-29a76216508f,韦达斯托 达威,74dc07ee-0898-40a0-a0d6-8daee888090b,MF,26,68,S,generated,83600.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.1, 7.1, 7.0]","[50, 50, 50]",17,3,2,7.71
1,1becb771-63d7-4552-9955-44e42acf801f,63aa864f-ef3a-41e8-8671-5aca93242f45,阿蒂尔 帕努奇,d7c79989-b29a-48ff-a3c2-1aab6cfdd9f7,MF,24,63,S,generated,48735.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.9, 6.0, 7.1]","[50, 50, 50]",15,4,1,7.57
1,1becb771-63d7-4552-9955-44e42acf801f,ac327122-0421-43b5-a6aa-46490941dddf,拉希德 梁,f80a6187-52cf-4735-bc02-3ee1faf20fae,MF,22,80,S,generated,153000.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.1, 7.0, 8.0]","[50, 50, 50]",17,7,1,8.31
1,1becb771-63d7-4552-9955-44e42acf801f,403e904c-0f93-46b8-8eb5-4b33dd7c8f2f,约万 谢苗诺夫,0f6be741-99a1-4685-827b-e1b02c706da7,MF,22,69,A,generated,77493.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.1, 8.4, 6.7]","[50, 50, 50]",16,4,6,7.96
1,1becb771-63d7-4552-9955-44e42acf801f,1b3e70dd-519c-485b-8fd8-532d70ff8150,江煜文,f6fc4772-aec9-4ef5-a733-1b0cade7a3c2,MF,28,79,S,generated,161966.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.3, 8.0, 8.0]","[50, 50, 50]",17,5,3,7.92
1,1becb771-63d7-4552-9955-44e42acf801f,e13aad3a-3822-4be3-89cd-85b4be626f06,夏文贞,1e9dd6c4-5654-43b9-b015-820e6b746148,FW,22,82,S,generated,174817.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.5, 8.5, 9.0]","[50, 50, 50]",20,11,6,8.18
1,1becb771-63d7-4552-9955-44e42acf801f,d47279be-da77-4c31-88e3-c7aa8cf04e46,莫里茨 恩格尔,06f191f9-a375-41b6-bc60-7e8b63676e15,MF,23,75,S,generated,114620.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.2, 10.0, 6.9]","[50, 50, 50]",17,4,9,8.21
1,1becb771-63d7-4552-9955-44e42acf801f,efd300e0-48d5-4fc3-82ab-62a233fd3c57,卡斯皮安 哈兰,05f34921-c348-4f0f-a858-a424b12b7083,FW,25,65,A,generated,49725.0,LOW,-4,-1,0,-2,-1,0,-0.016,-18.0,"[7.1, 6.6, 7.4]","[50, 50, 50]",15,7,7,8.1
1,1becb771-63d7-4552-9955-44e42acf801f,2f8d5b48-6b29-40c1-ba67-b15e9c2ec64c,唐鹏,cd04a361-39e0-4c35-a360-d05cf2c452d9,FW,25,75,S,generated,129500.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.6, 8.5, 6.9]","[50, 50, 50]",16,14,0,8.26
1,1becb771-63d7-4552-9955-44e42acf801f,0d66c242-be59-4646-a3bd-93f6db79f9db,陽大 村上,b4f3c189-e714-43f5-bd3e-d5709925fe1d,MF,29,76,A,generated,108540.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.5, 7.3, 7.4]","[50, 50, 50]",17,3,0,7.6
1,1becb771-63d7-4552-9955-44e42acf801f,44712bb9-47b7-4750-a17c-77838642c99e,樊尚 埃罗,03f5bd09-801f-446a-926d-429a38dcb222,MF,22,84,S,generated,196200.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.2, 7.5, 7.8]","[50, 50, 50]",15,6,0,8.23
1,1becb771-63d7-4552-9955-44e42acf801f,c343c7ef-20ae-4a69-94e4-b738a93a31f1,龚江涛,a4caae20-4eb1-4398-a208-2e6966f3ae81,MF,23,64,S,generated,58833.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.1, 7.1, 7.6]","[50, 50, 50]",15,4,2,7.91
1,1becb771-63d7-4552-9955-44e42acf801f,258e8c29-62c9-41c3-9a9f-261ee5db20b6,钱恒涛,dfd5c178-63e7-4592-8430-0bf56ef6b746,MF,30,73,S,generated,118326.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.6, 7.2, 8.2]","[50, 50, 50]",17,3,3,8.06
1,1becb771-63d7-4552-9955-44e42acf801f,0da69724-cb69-4a2f-9874-f623a878d975,宋继霖,985a0d05-17d7-4738-9803-a27293bee01c,GK,18,65,S,generated,49595.0,LOW,-4,0,-1,-2,-1,0,-0.016,-18.0,"[5.8, 6.0, 6.9]","[50, 50, 50]",20,0,0,6.28
1,1becb771-63d7-4552-9955-44e42acf801f,fcf5431f-ac5e-4de9-b2a8-bc44520cf884,熊嘉实,95400555-b9c3-425d-8232-8b86e0a91ca5,MF,27,85,S,generated,253000.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.8, 7.8, 7.1]","[50, 50, 50]",17,4,2,8.11
1,1becb771-63d7-4552-9955-44e42acf801f,936e3944-d523-4430-8627-e38a71945878,優平 矢吹,60485f7e-4f7c-45e4-b748-faadb1b6bf75,DF,24,83,S,generated,186718.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.1, 7.1, 6.7]","[50, 50, 50]",17,2,0,7.46
1,1becb771-63d7-4552-9955-44e42acf801f,45255bad-fd21-4dba-b7f8-4fcda5a9b8c0,富兰克林 汉弗莱斯,bf188558-c9b9-494c-b203-db7b7be35ee0,FW,26,61,A,generated,52822.0,NEUTRAL,1,0,2,0,-1,0,0.004,0.0,"[6.5, 8.5, 8.3]","[50, 50, 50]",6,2,1,7.38
1,1becb771-63d7-4552-9955-44e42acf801f,38fedc56-0821-49e4-835f-07a766b9657b,里根 华莱士,673799c9-ad32-40e2-b497-1fe6ac04f5d1,MF,25,68,A,generated,82880.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[10.0, 6.5, 9.3]","[50, 50, 50]",15,4,2,7.79
1,1becb771-63d7-4552-9955-44e42acf801f,dc757943-fbb7-4eae-a40a-cde51bc72076,弗罗德 斯特伦贝里,119e7558-6e26-466f-96d7-37a30d765b77,MF,26,74,A,generated,129800.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[8.2, 6.6, 5.8]","[50, 50, 50]",15,2,2,7.73
1,1becb771-63d7-4552-9955-44e42acf801f,d680dbd2-f7ab-4f31-8d9a-36552704fdb6,万子铭,9d43d8cd-57ef-4dca-8721-ac695acb87bf,MF,23,86,S,generated,233700.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.0, 9.5, 10.0]","[50, 50, 50]",18,11,1,8.72
1,1becb771-63d7-4552-9955-44e42acf801f,a84dce1a-88a1-43de-9de4-4103d991c0ce,司徒彬浩,ff1fa455-a3d4-4f88-b0c1-83f23072a63a,FW,24,67,A,generated,66792.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.5, 6.9, 7.5]","[50, 50, 50]",15,4,2,7.82
1,1becb771-63d7-4552-9955-44e42acf801f,c15dda3b-afc3-481d-8dc5-fe1ff92f5d0f,库斯托迪奥 里瓦,67e432d7-2e54-4ee4-a770-f40e630e6bc8,DF,24,76,S,generated,122165.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.1, 5.9, 8.2]","[50, 50, 50]",16,1,0,7.07
1,1becb771-63d7-4552-9955-44e42acf801f,f628875c-24a7-4ee9-9617-61c03cb52208,贾迪 塞尔达,cb936237-0b21-40e8-9cbe-dd3431b9f1e7,GK,23,77,A,generated,129058.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.9, 7.6, 5.9]","[50, 50, 50]",16,0,0,6.86
1,1becb771-63d7-4552-9955-44e42acf801f,22444fad-c0e0-472a-85df-e6b08450088f,比亚尔尼 诺林,36c5314f-4d79-4654-be87-9464aafb9690,MF,32,73,A,generated,0.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.5, 7.4, 7.1]","[50, 50, 50]",20,5,6,7.77
1,1becb771-63d7-4552-9955-44e42acf801f,1285e66e-0f94-4261-8a67-849fc967191a,宇文富,9d43d8cd-57ef-4dca-8721-ac695acb87bf,DF,22,69,A,generated,75698.0,NEUTRAL,-1,0,0,1,-1,-1,-0.004,3.0,"[7.3, 6.3, 6.1]","[50, 50, 50]",8,0,0,6.5
1,1becb771-63d7-4552-9955-44e42acf801f,ffafddf4-e06f-46cd-89cc-28ddd3fb60f6,邓该,8bee1147-d70c-4661-ac27-751bee6ae252,FW,27,66,A,generated,65835.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.2, 7.4, 7.1]","[50, 50, 50]",16,2,2,7.55
1,1becb771-63d7-4552-9955-44e42acf801f,723380a1-e0e3-4825-8a16-0c27193ac4e7,拉斯穆斯 帕尔松,38b4ca23-fcd0-4146-b82e-d14302fc77d5,MF,23,82,S,generated,173793.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.9, 8.1, 7.0]","[50, 50, 50]",17,5,2,7.92
1,1becb771-63d7-4552-9955-44e42acf801f,50247f30-3154-4370-8505-940d105abac7,里卡多 奎因,496db78f-db3a-4429-8849-d9230914b4d9,DF,23,63,A,generated,54150.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.4, 6.5, 7.4]","[50, 50, 50]",15,3,0,7.35
1,1becb771-63d7-4552-9955-44e42acf801f,35e97a05-c599-47e4-8343-78e78a23f3ff,卢博米尔 索科洛夫,608be585-2b1a-4d51-b0cb-5465c3010436,DF,24,83,S,generated,183455.0,NEUTRAL,-1,0,0,0,-1,0,-0.004,0.0,"[6.7, 7.2, 6.2]","[50, 50, 50]",9,0,0,6.78
1,1becb771-63d7-4552-9955-44e42acf801f,3963244b-f073-4361-b682-35eb0bdad7c0,罗温 杜兰特,9a1a3711-6fa4-4f3b-af9b-de4a1462fd5f,FW,30,62,A,generated,36490.0,NEUTRAL,0,-1,4,-2,-1,0,0.0,-18.0,"[9.3, 10.0, 6.7]","[50, 50, 50]",18,9,1,7.77
1,1becb771-63d7-4552-9955-44e42acf801f,5f23cce9-2ff3-4708-9d16-7407bfa8d418,切萨里奥 贾内利,53f3c6c3-c12d-41d2-a3ad-58b6b94a6dea,MF,21,71,A,generated,68715.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.9, 9.0, 6.3]","[50, 50, 50]",16,4,2,7.22
1,1becb771-63d7-4552-9955-44e42acf801f,db9648f6-27f3-453b-9ee1-b6150a129710,熊智伟,93ff00a3-339b-42ba-af04-9e5d7977938a,MF,23,73,A,generated,99900.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.5, 7.9, 7.3]","[50, 50, 50]",15,4,1,7.79
1,1becb771-63d7-4552-9955-44e42acf801f,eb6b7f15-ba81-4e02-83d1-3842b819d549,正成 菅野,c817ac92-5d06-4d9d-b73f-8d903c279f1b,GK,23,67,A,generated,64125.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[5.6, 9.7, 8.1]","[50, 50, 50]",16,0,1,7.25
1,1becb771-63d7-4552-9955-44e42acf801f,84c454d9-f56d-4429-a338-d8143293edac,哈尔夫丹 西格德,f9cb99ee-01b3-4cbe-a485-060029a62082,MF,25,68,A,generated,80960.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.5, 6.6, 9.4]","[50, 50, 50]",15,2,3,7.41
1,1becb771-63d7-4552-9955-44e42acf801f,6d3c6e2f-f566-46c1-a7d7-8163c8827029,韩平杰,79441db3-4b4b-436b-b258-482eb5263da2,MF,26,75,A,generated,137500.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.1, 8.2, 8.3]","[50, 50, 50]",17,6,2,8.19
1,1becb771-63d7-4552-9955-44e42acf801f,1da02abf-a918-459f-aa63-1a5d46c9333b,斯凯勒 温特,d7869c27-6888-484a-a8f0-2302f76966d6,FW,20,62,S,generated,41552.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.1, 6.9, 6.8]","[50, 50, 50]",16,3,3,7.46
1,1becb771-63d7-4552-9955-44e42acf801f,fbe74cb3-ba7e-4f3a-924e-6107187dfa23,丁纳,f6fc4772-aec9-4ef5-a733-1b0cade7a3c2,MF,28,82,S,generated,192060.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[10.0, 7.3, 8.2]","[50, 50, 50]",17,4,4,8.22
1,1becb771-63d7-4552-9955-44e42acf801f,a8c88709-0db5-4d40-9a6a-807fc7a479c6,凯西 韦斯顿,caa7cbd4-c80e-4bba-a33e-c6a9c4e358c5,GK,25,66,A,generated,72100.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[8.2, 5.4, 7.7]","[50, 50, 50]",17,0,0,6.88
1,1becb771-63d7-4552-9955-44e42acf801f,c5b3ed5f-4c75-4f34-b7a0-82aa36561193,阿德利诺 克鲁斯,95400555-b9c3-425d-8232-8b86e0a91ca5,MF,29,93,S,generated,380512.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.0, 9.2, 9.6]","[50, 50, 50]",17,9,2,8.51
1,1becb771-63d7-4552-9955-44e42acf801f,8e8dbb9d-72d5-4ee5-9349-52e28b75d430,西尔维斯特 马尔斯,e31dd5d4-bdf5-447f-8b05-dbae251e1807,MF,23,62,A,generated,48599.0,LOW,-2,0,0,1,-1,-2,-0.008,3.0,"[7.1, 6.7]","[50, 50]",2,0,0,6.9
1,1becb771-63d7-4552-9955-44e42acf801f,7f9e98ec-e62b-4083-931b-dc5035f37976,卢文壮,8480866e-e4ec-48f0-ab82-b52115112311,GK,32,55,A,generated,30701.0,LOW,-4,0,-1,-2,-1,0,-0.016,-18.0,"[5.3, 6.5, 7.0]","[50, 50, 50]",19,0,0,6.49
1,1becb771-63d7-4552-9955-44e42acf801f,04c6ff7a-2ba6-4c3c-8e01-011eea64b58d,龚长强,c6d43c44-11e9-47de-b661-544e6c9e2c58,MF,26,74,A,generated,119416.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.9, 9.3, 8.4]","[50, 50, 50]",17,6,1,8.31
1,1becb771-63d7-4552-9955-44e42acf801f,92439f14-8b41-4398-b2f0-4d01b95c68d1,弗朗齐歇克 斯特列卡洛夫,041b9c14-53cd-47e2-ba36-44074062a571,MF,27,81,S,generated,200200.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[10.0, 7.5, 7.1]","[50, 50, 50]",17,7,1,8.05
1,1becb771-63d7-4552-9955-44e42acf801f,8e2276ce-7c08-4079-a57f-a121d7018bfd,吕立航,42fbdc5a-8c40-4bde-9235-322d4558de50,MF,28,90,S,generated,341000.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[10.0, 7.3, 10.0]","[50, 50, 50]",18,6,7,8.14
1,1becb771-63d7-4552-9955-44e42acf801f,f7272984-6010-438b-aa57-f8beca2efbc0,哈齐尔 胡珀,19e3f4c4-6b77-4626-8851-46bf9cd3f50d,MF,22,81,S,generated,172900.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.9, 7.9, 6.7]","[50, 50, 50]",17,1,1,7.65
1,1becb771-63d7-4552-9955-44e42acf801f,ca1dc6ba-338d-4360-a8ab-a30c2e5ac685,梅基 弗朗西斯,ae477957-abee-431d-b5f1-29d65f2d5b6c,FW,23,67,A,generated,70356.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.9, 6.7, 7.2]","[50, 50, 50]",16,5,1,7.81
1,1becb771-63d7-4552-9955-44e42acf801f,7c2096ec-8304-4185-825d-8b5033ff8574,洛维 哈特曼,4956aca2-3f90-4766-a4e5-19d273ef1806,GK,24,72,A,generated,93716.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.3, 7.3, 9.0]","[50, 50, 50]",17,0,0,7.05
1,1becb771-63d7-4552-9955-44e42acf801f,3ba4d6c3-c04a-45cc-8fef-be3142400162,炫 凤,c8c3d129-2f00-45c1-940c-3bbc7cd5d953,GK,29,64,A,generated,62098.0,LOW,-4,0,-1,-2,-1,0,-0.016,-18.0,"[6.2, 5.8, 6.9]","[50, 50, 70]",20,0,1,6.41
1,1becb771-63d7-4552-9955-44e42acf801f,38d1299d-a926-4a66-9fae-9ae55078c868,基思 利文斯顿,daef3762-8681-454f-8dad-3aa6204f616d,DF,22,70,A,generated,83002.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[9.2, 7.3, 7.0]","[50, 50, 50]",17,1,2,7.36
1,1becb771-63d7-4552-9955-44e42acf801f,c7b6b7a3-1948-4cd9-b9b6-3aab761768df,勇 扁,f620e152-292f-4fbe-b20c-d69017df3b13,MF,26,78,S,generated,165680.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.1, 7.5, 7.3]","[50, 50, 50]",16,7,2,8.49
1,1becb771-63d7-4552-9955-44e42acf801f,f51e6c18-f52a-418c-96dc-2604bfe7d9d8,永 格伦,1af119e0-e593-4062-88fb-92dc16a57205,DF,24,64,S,generated,60122.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.0, 7.4, 7.7]","[50, 50, 50]",15,1,0,7.35
1,1becb771-63d7-4552-9955-44e42acf801f,59640046-99a5-4318-baad-f5c684a30467,西蒙 迪布瓦,3b2eeeaf-91a3-4139-96c7-9d9a3c506324,MF,25,75,A,generated,126500.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.0, 7.4, 9.6]","[50, 50, 50]",15,4,6,8.36
1,1becb771-63d7-4552-9955-44e42acf801f,5b0e6568-21b4-46ea-af7c-8c1b731deb41,康拉德 霍尔特,578d8ca9-f619-4b00-b2e8-81e6079f18dd,MF,29,78,S,generated,154736.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.6, 7.9, 9.2]","[50, 50, 50]",17,6,1,8.26
1,1becb771-63d7-4552-9955-44e42acf801f,655b895e-207c-4025-a60f-c43ccd6022d4,黄超浩,70f67bd4-e206-4287-85f3-c9769b03c861,DF,18,76,S,generated,105056.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.5, 7.2, 7.3]","[50, 50, 50]",17,2,1,7.16
1,1becb771-63d7-4552-9955-44e42acf801f,4cf77927-4ec8-43d7-b3fe-0759e9df1c5d,翔平 松下,07965bb2-7a10-4607-8b8a-330288c20759,MF,25,80,S,generated,153000.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.3, 10.0, 8.0]","[50, 50, 50]",16,12,2,8.56
1,1becb771-63d7-4552-9955-44e42acf801f,79092ee4-d70d-40ca-9f2c-842024171415,伊阿宋 纳瓦斯,312637f2-889f-449d-8f76-1193fefa25ed,MF,25,72,A,generated,88400.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.3, 7.7, 7.0]","[50, 50, 50]",17,4,3,7.72
1,1becb771-63d7-4552-9955-44e42acf801f,ca4e239b-b720-4e9c-bddc-086ff71f3be4,董晨杰,0f6be741-99a1-4685-827b-e1b02c706da7,MF,26,78,S,generated,167200.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.6, 8.4, 7.7]","[50, 50, 50]",16,2,3,7.76
1,1becb771-63d7-4552-9955-44e42acf801f,311ae78e-2952-4391-a06f-5969b48a1df8,侯陪,41501a6a-5951-4b09-a411-c409b9319f7d,DF,27,56,B,generated,34808.0,LOW,-3,-1,-1,1,0,-2,-0.012,3.0,[6.4],[50],1,0,0,6.4
1,1becb771-63d7-4552-9955-44e42acf801f,7a5b33e1-93c0-4e1e-8ccb-44daca6b4c8d,冯紫,19e3f4c4-6b77-4626-8851-46bf9cd3f50d,FW,27,91,S,generated,365200.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.9, 6.7, 9.2]","[50, 50, 50]",17,6,3,8.12
